,loại sản phẩm,nhà xuất bản,phiên bản,nội dung tóm tắt,ngày xuất bản,tác giả,loại bìa,dịch giả,giá bìa,ảnh bìa,dịch giả.1,tên sách,công ty phát hành,nhà xuất bản.1,thể loại,kích thước,nhà phát hành,số trang
1673,,Nhà Xuất Bản Phụ Nữ,,Sách làm cha mẹ : Cha Mẹ Vô Điều Kiện + Học Làm Cha Mẹ Hiệu QuảCha Mẹ Vô Điều KiệnCha mẹ vô điều kiện là cuốn sách sẽ khiến cha mẹ có cái nhìn hoàn toàn khác về tình yêu thương dành cho con trẻ.Thự...,,,Bìa mềm,,197000.0,https://salt.tikicdn.com/cache/280x280/ts/product/cd/63/2b/abf6ffbd4974cffb13fba50b0ddd55cc.jpg,,Sách làm cha mẹ : Cha Mẹ Vô Điều Kiện + Học Làm Cha Mẹ Hiệu Quả,Quảng Văn,Nhà Xuất Bản Phụ Nữ,Cẩm nang làm cha mẹ,,,
1674,,Nhà Xuất Bản Lao Động,,"TẠO LẬP MÔI TRƯỜNG SỐNG ĐỊNH HÌNH NHÂN CÁCH TRẺ VỊ THÀNH NIÊN TẬP 2Tác giả: Dorothy Law Nolte , Rachel HarrisDịch giả: Hải HàĐơn vị cấp phép: NXB Lao độngGiá bìa: 80.000 đồngMã vạch: 8935077032352ISBN...",2015-12-25 00:00:00,Dorothy Law Nolte & Rachel Harris,Bìa mềm,,64000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/_/b_a_t_o_l_p_2.jpg,,Tạo Lập Môi Trường Sống Định Hình Nhân Cách Vị Thành Niên (Tập 2),Pandabooks,Nhà Xuất Bản Lao Động,Cẩm nang làm cha mẹ,17 x 23 cm ,,223.0
1675,,,,"Sự tức giận của trẻ em thường là một cảm xúc đáng lo ngại và có thể để lại những hậu quả lâu dài. Thông thường, cha mẹ luôn cảm thấy mù mờ và bối rối về căn nguyên gây ra hành vi tức giận của con mình...",2019-07-01 00:00:00,TS Richard L.Travis,Bìa mềm,Mẹ Ong Bông,50600.0,https://salt.tikicdn.com/cache/280x280/ts/product/a3/5d/a5/e4d588afc998366e78e7200091b98295.jpg,Mẹ Ong Bông,Nổi Loạn Tuổi Teen,Thái Hà,,Cẩm nang làm cha mẹ,13 x 19 cm,,147.0
1676,,Nhà Xuất Bản Lao Động,,"1. ĐỌC VỊ TÂM TRÍ TRẺTác giả: Daniel J. Siegel , Tina Payne BrysonDịch giả: Văn ChinhĐơn vị cấp phép: NXB Lao độngSố trang: 313 trangKhổ sách: 14.5×20.5Năm xuất bản: 2017Giới thiệu sách:Cuốn sách ĐỌC...",,,,,305000.0,https://salt.tikicdn.com/cache/280x280/ts/product/81/f1/75/e29e3516d2bcd53717ca49144df39c56.jpg,,Sách COMBO 5 Cuốn: Bước Đột Phá + Phương Pháp Nuôi Con Thông Minh + Đọc Vị Tâm Trí + Trẻ Tự do suy nghĩ + Bà mẹ hoàn hảo,Pandabooks,Nhà Xuất Bản Lao Động,Cẩm nang làm cha mẹ,,,
1677,,Nhà Xuất Bản Dân Trí,,       Tác giả: David Elkind   Dịch giả: Hoàng Đức Long   Nhà xuất bản: Dân Trí   Số trang: 380   Kích thước: 15.5 x 24cm   Ngày phát hành: 29-02-2020   Việc hối thúc trẻ đang trở thành lối ...,,David Elkind,,,123240.0,https://salt.tikicdn.com/cache/280x280/ts/product/e1/c0/c6/0c09d6a7c186f4f585ca0e26f1ebe40d.jpg,,Sách - Những đứa trẻ chín ép (tặng kèm bookmark thiết kế),Nhã Nam,Nhà Xuất Bản Dân Trí,Cẩm nang làm cha mẹ,,,
1678,,,,"Thói Quen Của Mẹ Nuôi Con Tự Giác Học TậpCuốn sách “Thói Quen Của Mẹ Nuôi Con Tự Giác Học Tập” của Tác giả Ryoichi Murakami được đúc kết từ kinh nghiệm tư vấn cho hơn 3000 bà mẹ, giúp các mẹ nuôi con...",,Nhiều Tác Giả,Bìa mềm,,154560.0,https://salt.tikicdn.com/cache/280x280/ts/product/e5/43/47/83e0243a251bffc14e079765e4f94f43.png,,Phương Pháp Dạy Con Thành Tài Với Combo: Thói Quen Của Mẹ Nuôi Con Tự Giác Học Tập + Mẹ Lười Con Nên Người,Thái Hà,,Cẩm nang làm cha mẹ,28x20cm,,
1679,,Nhà Xuất Bản Lao Động,,"Các bạn thân mến, dù là người lớn hay trẻ em, thì chúng ta đều là những cá thể khác nhau từ hình thể, kích thước đến những quan điểm, tính cách, thẩm mỹ, cảm nhận và mong muốn không giống nhau.Ngay c...",2021-06-01 00:00:00,"Hachun Lyonnet (Hà Chũn),Hương Đỗ (Mẹ Ong Bông)",Bìa mềm,,93000.0,https://salt.tikicdn.com/cache/280x280/ts/product/d6/b8/fa/8cbd60cf053ae4f0fe48fbe6efc2c242.jpg,,Nuôi Con Không Phải Là Cuộc Chiến 2 (Quyển 1) - Chào Con - Em Bé Sơ Sinh (Tái Bản),Thái Hà,Nhà Xuất Bản Lao Động,Cẩm nang làm cha mẹ,15.5 x 24 cm,,200.0
1680,,NXB Trẻ,,"Nếu bạn là ba mẹ, ông bà đang trông đợi bé ra đời, bạn nên rất nên đọc sách này! Để tự tin, sẵn sàng đón bé con chào đời, không bỡ ngỡ, không lúng túng!Nếu bạn là ba mẹ, ông bà đang mới có con cháu, ...",2019-01-01 00:00:00,Bác sĩ Trần Thị Huyên Thảo,Bìa mềm,,172000.0,https://salt.tikicdn.com/cache/280x280/ts/product/15/c5/c5/330d0444711e60aa629c0e6bc1195e27.jpg,,Combo Bác Sĩ Riêng Của Bé (2 Cuốn),NXB Trẻ,NXB Trẻ,Cẩm nang làm cha mẹ,15.5 x 23 cm,,
1681,,Nhà Xuất Bản Lao Động,,"       Kỷ Luật Tích Cực Với Tình Yêu Và Giới Hạn   ( Tặng Postcard bốn mùa ngẫu nhiên )   Tác giả: Jerry Wuckoff, Barbara C. Unell   Ngày xuất bản: 10-2017   Kích thước: 15.5 x 24 cm   Dịch G...",,,,,67000.0,https://salt.tikicdn.com/cache/280x280/ts/product/01/73/ce/75b735133c372d00b36f4fa8137d42bc.jpg,,Sách - Kỷ Luật Tích Cực Với Tình Yêu Và Giới Hạn,Thái Hà,Nhà Xuất Bản Lao Động,Cẩm nang làm cha mẹ,,,
1682,,,,"Chào các bạn!Mình tên là Nơ Hồng. Mình đang học ở trường mầm non Sơn Ca. Sở thích của mình là nghe mẹ đọc sách này, xem phim hoạt hình này, chơi với bạn Kính Trắng này, và mình còn nhiều sở thích khá...",2019-05-01 00:00:00,Nhiều Tác Giả,Bìa mềm,,19600.0,https://salt.tikicdn.com/cache/280x280/ts/product/34/29/db/e928775da0a5f7fbc4fb584f2770a42b.jpg,,Trưởng Thành Cùng Con - Tớ Đã Lớn Rồi! - Chơi Cùng Mình Nào! (Tái Bản),Đinh Tị,,Cẩm nang làm cha mẹ,17 x 24cm,,24.0
1683,,,,"Combo 4 cuốn Dạy con theo Phương pháp SHICHIDACombo gồm 4 cuốn:70 thói quen tốt trong việc nuôi dưỡng con theo Phương pháp Shichida.Yêu thương, khen ngợi và nhìn nhận - Bí quyết nuôi dạy con theo ...",,Makoto Shichida,Bìa mềm,,329000.0,https://salt.tikicdn.com/cache/280x280/ts/product/e2/8f/e8/e9c5669a27643473cc528678ea58242d.jpg,,Combo 4 cuốn Dạy con theo Phương pháp SHICHIDA,First News - Trí Việt,,Cẩm nang làm cha mẹ,,,
1684,,,,"Cha Voi - Dạy Con Nên Người Ở Thời Đại SốCha Voi - Dạy Con Nên Người Ở Thời Đại Số""Mục tiêu cuối cùng của việc dạy con chính là cha mẹ có thể an tâm rằng con sẽ sống thành công và hạnh phúc khi không...",,"Ths. Phạm Thị Thúy,Trương Nguyện Thành",Bìa mềm,,210680.0,https://salt.tikicdn.com/cache/280x280/ts/product/80/2e/2b/2ebf37648262c679a78b50b8e4902e70.jpg,,Bộ: Cha Voi - Dạy Con Nên Người Ở Thời Đại Số - Cẩm Nang Phòng Tránh Xâm Hại Cho Con - Những Bảo Bối Của Hiệp Sĩ TANI,Saigon Books,,Cẩm nang làm cha mẹ,16x24 cm,,464.0
1685,,Nhà Xuất Bản Phụ Nữ,,"Các bậc phụ huynh có con trong độ tuổi Tiểu học hẳn đều trăn trở rất nhiều về vấn để học hành của con. “ Vì sao cứ đến phép trừ có nhớ là con lại lúng túng? “ , “ Vì sao con không thể diễn đạt được cả...",,,,,126000.0,https://salt.tikicdn.com/cache/280x280/ts/product/50/73/99/fdd0d7efc632aa07fec42830d30315f4.png,,Combo Để Việc Học Không Làm Khó Trẻ - Phương Pháp Bồi Dưỡng Năng Lực Học Tập Đặc Biệt Từ Chuyên Gia Nhật Bản+Con Sẽ Là Chàng Trai Tự Tin Và Thành Công - Nuôi Dạy Thế Nào Giúp Trẻ Phát Huy Tố Chất Riêng,Minh Long,Nhà Xuất Bản Phụ Nữ,Cẩm nang làm cha mẹ,,,
1686,,Nhà Xuất Bản Dân Trí,,       Nhà xuất bản: NXB Dân Trí   Tác giả/Dịch giả/Minh họa: Ngô Cam Lâm/Tâm Như Thủy   Loại bìa: Bìa Mềm   Số trang: 268   Kích thước: 15x23cm   Năm xuất bản: 2021   Dạy Con Tự Bảo Vệ Mình...,,,,,97300.0,https://salt.tikicdn.com/cache/280x280/ts/product/f9/ed/81/097e8b092160c59102c7344ce375821f.jpg,,Sách - Dạy Con Tự Bảo Vệ Mình,Alphabooks,Nhà Xuất Bản Dân Trí,Cẩm nang làm cha mẹ,,,268.0
1687,,NXB Trẻ,,"Mẹ Biết Lười Con Nên NgườiNhững rối loạn thể hiện ở sự non nớt trong suy nghĩ, tâm lý, hành vi của những người trẻ tuổi đã trở thành một vấn đề thực sự đáng lo ngại trong xã hội hiện nay. Các bậc cha...",,Nhiều Tác Giả,Bìa mềm,,247480.0,https://salt.tikicdn.com/cache/280x280/ts/product/03/ab/80/286c92374d1994cb7b54471425cf3cd4.jpg,,Com bo mẹ lười con nên người +nuôi  dạy con bằng một trái tim của một vị Phật +đừng nổi giận để rồi hối hận (bản đặc biệt tặng kèm sách người Mỹ giúp con ham đọc sách ),Thái Hà,NXB Trẻ,Cẩm nang làm cha mẹ,,,339.0
1688,,,,"Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương là cuốn sách nuôi dạy con của một bà mẹ Do Thái sinh ra và lớn lên ở Trung Quốc, đã giáo dục con của mình trở thành triệu phú. Do Thái là một dân tộc huyền bí, từ...",,Sara Imas,Bìa mềm,,219000.0,https://salt.tikicdn.com/cache/280x280/ts/product/e1/e4/91/ed8d6715cbbb11147b44f3af087c81b0.jpg,,"Trọn Bộ Sách Kinh Điển Về Giáo Dục Con Cái Bán Chạy Nhất Thế Giới (Gồm 2 cuốn: Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương Tập 1 + Tập 2 ) Tặng Sổ Tay Giá Trị (Khổ A6 Dày 200 Trang)",Alphabooks,,Cẩm nang làm cha mẹ,,,
1689,,Nhà Xuất Bản Thế Giới,,"       Bạn có nhớ lần đầu tiên bạn ôm con vào lòng và bắt đầu bước vào thế giới làm mẹ rộng mở trước mắt? Bạn hưng phấn, hạnh phúc hay bối rối? Bạn có đang lo lắng khi trở thành mẹ, bạn sẽ nuôi dư...",,Nhiều Tác Giả,,,71000.0,https://salt.tikicdn.com/cache/280x280/ts/product/5b/65/4a/8ec0cc2f470a44246738c3d943aef035.jpg,,Sách -  Con Là Sức Mạnh Của Mẹ,Messy Books,Nhà Xuất Bản Thế Giới,Cẩm nang làm cha mẹ,,,312.0
1690,,Nhà Xuất Bản Thế Giới,,       Tác giả: Nguyên Kan   Ngày xuất bản: 04-2017   Kích thước: 20 x 17   Nhà xuất bản: Nhà Xuất Bản Thế Giới   Loại bìa: Bìa mềm   Số trang: 220   GIỚI THIỆU SÁCH   Mẹ Đoảng Dạy Con   N...,,Nguyên Kan,,,53000.0,https://salt.tikicdn.com/cache/280x280/ts/product/7f/99/0c/8aaa19ae95166e9645a89296fe6a4a32.jpg,,Sách - Mẹ Đoảng Dạy Con (tặng kèm bookmark thiết kế),Nhã Nam,Nhà Xuất Bản Thế Giới,Cẩm nang làm cha mẹ,,,
1691,,Nhiều Nhà Xuất Bản,,"Thay Đổi Cách Dạy Khi Con Gái Lên 8 Tuổi: Rất nhiều bà mẹ than phiền rằng sau khi con gái bước vào thời kỳ nổi loạn, chuyện cãi nhau giữa hai mẹ con trở thành chuyện cơm bữa. Khác với con trai khi bướ...",,nhieu tac gia,Bìa mềm,,191000.0,https://salt.tikicdn.com/cache/280x280/ts/product/89/e8/bc/0c08fa02ce50abea1dfd15279a0ceb99.jpg,,Combo sách Cùng Con Bước Vào Tuổi Dậy Thì,Tân Việt,Nhiều Nhà Xuất Bản,Cẩm nang làm cha mẹ,,,
1692,,,,"Cha Mẹ Làm Gì Để Tránh Ảnh Hưởng Tiêu Cực Đến Con:Con trẻ rất dễ bị tác động và ảnh hưởng tính cách của người lớn. Đối với trẻ, ngôn ngữ, hành động của cha mẹ chính là hình mẫu để con học theo. Nếu h...",2020-09-01 00:00:00,"Tiền Thi Kim,Tiền Lệ",Bìa mềm,,147000.0,https://salt.tikicdn.com/cache/280x280/ts/product/9c/d8/e6/f2720ff88d3d74ca0cd4e5c957758305.jpg,,Combo Trọn Bộ 2 Cuốn: Cha Mẹ Làm Gì Để Tránh Ảnh Hưởng Tiêu Cực Đến Con + Cha Mẹ Làm Gì Để Tránh Gây Tổn Thương Cho Con,Tân Việt,,Cẩm nang làm cha mẹ,,,
1693,,Nhà Xuất Bản Lao Động,,Thói Quen Của Mẹ Nuôi Con Tự Giác Học TậpCông ty phát hành: Thái HàNgày xuất bản :10-2018Kích thước: 13x20.5cmLoại bìa: Bìa mềmSố trang: 269Nhà xuất bản: Lao ĐộngCuốn sách “Thói Quen Của Mẹ Nuô...,,,,,79000.0,https://salt.tikicdn.com/cache/280x280/ts/product/51/d7/a9/7e5c607f8971a1c385049f24343d7655.jpg,,Sách - Thói Quen Của Mẹ Nuôi Con Tự Giác Học Tập,Thái Hà,Nhà Xuất Bản Lao Động,Cẩm nang làm cha mẹ,,,
1694,,Nhà Xuất Bản Phụ Nữ,,"Combo Bách Khoa Nuôi Dạy và Chăm Sóc Trẻ: Tiểu Bách Khoa Về Chăm Sóc Trẻ + Bách Khoa Thai Nghén, Sinh Nở Và Chăm Sóc Bé (Tủ Sách Người Mẹ Tốt)Tiểu Bách Khoa Về Chăm Sóc TrẻChương 1: Một số vấn đề về...",,,,,210500.0,https://salt.tikicdn.com/cache/280x280/ts/product/f1/05/68/f9d6e377a0dfc896dd13e3e0d8e46a5d.jpg,,"Combo Bách Khoa Nuôi Dạy và Chăm Sóc Trẻ: Tiểu Bách Khoa Về Chăm Sóc Trẻ + Bách Khoa Thai Nghén, Sinh Nở Và Chăm Sóc Bé (Tủ Sách Người Mẹ Tốt)", Phụ Nữ,Nhà Xuất Bản Phụ Nữ,Cẩm nang làm cha mẹ,,,
1695,,Nhà Xuất Bản Hội Nhà Văn,,"Trường Làng Vẫn Ra Thế Giới Tôi muốn đi du học để khám phá thế giới rộng lớn bên ngoài, một thế giới to hơn ngôi làng của tôi, to hơn con đường từ nhà tới trường và từ nhà lên rẫy của tôi. Tôi muốn n...",,Nhiều Tác Giả,Bìa mềm,,161900.0,https://salt.tikicdn.com/cache/280x280/ts/product/66/9d/73/99a7bd72afbb92f8d40d7693b91158f1.jpg,,Combo Sách Nuôi Dạy Con : Trường Làng Vẫn Ra Thế Giới + Học Kiểu Mỹ Tại Nhà - (Tặng Kèm Bookmark Thiết Kế),Nhã Nam ,Nhà Xuất Bản Hội Nhà Văn,Cẩm nang làm cha mẹ,14 x 20.5 cm,,
1696,,,,"Tại sao thế giới càng ngày càng phong phú nhiều màu sắc? Là vì chúng ta không ngừng sang tạo! Mà sáng tạo luôn đi đôi với trí tưởng tượng, đặc biệt là đối với trẻ, vận dụng trí tưởng tượng để sáng tạo...",2019-05-01 00:00:00,Thu Hương,Bìa mềm,,87220.0,https://salt.tikicdn.com/cache/280x280/ts/product/b5/20/0e/e2f8acec11620d2a193a218ec8f501f0.jpg,,Bí Quyết Nuôi Dưỡng Trí Tưởng Tượng Cho Con,Liên Việt,,Cẩm nang làm cha mẹ,16 x 24cm,,194.0
1697,,,,COMBO THAI GIÁO THEO CHUYÊN GIA + BÁCH KHOA NUÔI DẠY TRẺ + THỰC ĐƠN DINH DƯỠNG CHO TRẺ TỪ 0-3 TUỔIMã sản phẩm: Chưa rõTác giả : Nhiều tác giảDịch giả :Nhiều dịch giảNXB: NXB Phụ nữKích thước : 16 x 23...,,Nhiều Tác giả,,,196000.0,https://salt.tikicdn.com/cache/280x280/ts/product/d5/c8/10/a9b8c9c74cba3fbd5774f24fe9a27ef9.jpg,,SÁCH - COMBO THAI GIÁO THEO CHUYÊN GIA + BÁCH KHOA NUÔI DẠY TRẺ + THỰC ĐƠN DINH DƯỠNG CHO TRẺ TỪ 0-3 TUỔI,Minh Long,,Cẩm nang làm cha mẹ,,,
1698,,Nhà Xuất Bản Thế Giới,,"MÔ TẢ SẢN PHẨMCuốn sách Vắc-xin: Những điều cần biết về tiêm chủng hướng đến đối tượng là những người muốn tìm hiểu về vắc-xin, đặc biệt là những phụ huynh đang và chuẩn bị có con nhỏ.Cuốn sách ...",2021-06-24 15:06:53,Robert Sears,Bìa mềm,,148850.0,https://salt.tikicdn.com/cache/280x280/ts/product/82/1b/62/f7c8df4fdd6afba01e19ca6d88f38023.jpg,,Vắc-xin: Những Điều Cần Biết Về Tiêm Chủng,Alphabooks,Nhà Xuất Bản Thế Giới,Cẩm nang làm cha mẹ,,,380.0
1699,,Nhà Xuất Bản Văn Hoá Thông Tin,,       Tác giả : Ngô Hiểu Huy   Dịch giả :Thành Trung   NXB: Văn hóa thông tin   Kích thước : 16 x 23 cm   Năm xuất bản : 2013   Số trang : 216   Khối lượng : 250 grams   Bìa : Mềm   Đôi l...,,Ngô Hiểu Huy,Bìa mềm,,52000.0,https://salt.tikicdn.com/cache/280x280/ts/product/a5/4f/5e/b7e3dfdd885d95db56ca2b059a13836d.jpg,,Sách: Phương pháp giáo dục Montessori - Phương pháp giáo dục tối ưu dành cho trẻ 0-6 tuổi - TSTN,Minh Long,Nhà Xuất Bản Văn Hoá Thông Tin,Cẩm nang làm cha mẹ,,,216.0
1700,,,,"Kiểm soát tức giận không có nghĩa là hoàn toàn không được tức giận trong bất kì tình huống nào.Mà là không để cơn giận chi phối bản thân, làm ảnh hưởng đến người khác.43 kĩ năng kiểm soát tức giận (...",2019-07-31 15:13:05,"Shino Maki,Nakanawa Fumiko",Bìa mềm,,62000.0,https://salt.tikicdn.com/cache/280x280/ts/product/4e/e5/ad/bc97b471e41343645e9a10772cb3e074.jpg,,Kinh Nghiệm Từ Nước Nhật - 43 Kĩ Năng Kiểm Soát Tức Giận (Tặng kèm sổ tay), NXB Kim Đồng,,Cẩm nang làm cha mẹ,18 x 26 cm,,120.0
1701,,,,Combo Tuyệt Chiêu Trở Thành Cha Mẹ Thông Thái Dạy Con Đúng Cách: 277 Lời Khuyên Dạy Con Của Giáo Sư Shichida + Sự Sụp Đổ Của Nghề Làm Cha Mẹ ( Tặng Kèm Bookmark Happy Life)1.277 Lời Khuyên Dạy Con Củ...,,Nhiều Tác Giả,Bìa mềm,,186500.0,https://salt.tikicdn.com/cache/280x280/ts/product/e0/6e/49/c6f7e71287ef89be6d35d04b7cbfb4ef.jpg,,Combo Tuyệt Chiêu Trở Thành Cha Mẹ Thông Thái Dạy Con Đúng Cách: 277 Lời Khuyên Dạy Con Của Giáo Sư Shichida +  Sự Sụp Đổ Của Nghề Làm Cha Mẹ ( Tặng Kèm Bookmark Happy Life),Nhiều công ty phát hành,,Cẩm nang làm cha mẹ,,,
1702,,,,"Những quy tắc làm cha mẹ sẽ cho bạn biết: các quy tắc giữ tinh thần đúng mực, các quy tắc về thái độ, các quy tắc hàng ngày, các quy tắc về kỷ luật, các quy tắc về tính cách, các quy tắc về anh chị em...",2019-03-19 00:00:00,Richard Templar,Bìa mềm,Hoàng Anh,126420.0,https://salt.tikicdn.com/cache/280x280/ts/product/17/f1/c5/28b9c81e4dafd1ba82116318a0e1ac16.jpg,Hoàng Anh,Những Quy Tắc Làm Cha Mẹ (Tái Bản 2019),Alphabooks,,Cẩm nang làm cha mẹ,15 x 23 cm,,350.0
