,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
622,Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Tích Trong Không Gian,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/i/bia-truoc-toan.u2769.d20170308.t170841.895236.png,Ôn thi THPT quốc gia,Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Tích Trong Không Gian Nội dung cuốn sách Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Thích Không Gian...,140000.0,19 x26.5cm,360.0,Lương Đức Trọng - Đặng Đình Hanh - Phạm Hoàng Hà,,,,,Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Tích Trong Không Gian,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/i/bia-truoc-toan.u2769.d20170308.t170841.895236.png,Ôn thi THPT quốc gia,Lương Đức Trọng - Đặng Đình Hanh - Phạm Hoàng Hà,Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Tích Trong Không Gian Nội dung cuốn sách Phương Pháp Siêu Tốc Giải Trắc Nghiệm Môn Toán Chuyên Đề Hình Học Giải Thích Không Gian...,140000.0,SP book,2017-02-28 00:00:00,Bìa mềm,360.0,,19 x26.5cm,,
623,Bứt Phá Điểm Thi THPT Quốc Gia Môn Tiếng Anh 2,https://salt.tikicdn.com/cache/280x280/ts/product/3e/1e/b9/549bd4367465e2ba242cacbd8f96c3b1.jpg,Ôn thi THPT quốc gia, Bứt Phá Điểm Thi THPT Quốc Gia Môn Tiếng Anh 2Bứt phá điểm thi THPT Quốc gia môn Tiếng Anh – Bí quyết giúp các em học sinh lớp 12 đạt điểm cao trong kỳ thi.Kỳ thi THPT Quốc gia là một kỳ thi quan ...,96200.0,27 x 26 cm,,Vũ Thị Mai Phương,,,,,Bứt Phá Điểm Thi THPT Quốc Gia Môn Tiếng Anh 2,https://salt.tikicdn.com/cache/280x280/ts/product/3e/1e/b9/549bd4367465e2ba242cacbd8f96c3b1.jpg,Ôn thi THPT quốc gia,Vũ Thị Mai Phương, Bứt Phá Điểm Thi THPT Quốc Gia Môn Tiếng Anh 2Bứt phá điểm thi THPT Quốc gia môn Tiếng Anh – Bí quyết giúp các em học sinh lớp 12 đạt điểm cao trong kỳ thi.Kỳ thi THPT Quốc gia là một kỳ thi quan ...,96200.0,TKBooks,2018-01-01 00:00:00,Bìa mềm,,,27 x 26 cm,,
624,Bộ Đề Đánh Giá Năng Lực Môn Lịch Sử,https://salt.tikicdn.com/cache/280x280/ts/product/f7/54/e3/536b94e3a2ebd6764f7e7160bf36c851.jpg,Ôn thi THPT quốc gia,"Nội dung cuốn sách Bộ đề đánh giá năng lực môn Lịch sử bám sát yêu cầu về kiến thức, kĩ năng theo định hướng phát triển năng lực, phẩm chất ở người học, phù hợp cho việc ôn luyện thi tốt nghiệp THPT, ...",81000.0,19 x 27 cm,256.0,Nguyễn Văn Ninh,,,,,Bộ Đề Đánh Giá Năng Lực Môn Lịch Sử,https://salt.tikicdn.com/cache/280x280/ts/product/f7/54/e3/536b94e3a2ebd6764f7e7160bf36c851.jpg,Ôn thi THPT quốc gia,Nguyễn Văn Ninh,"Nội dung cuốn sách Bộ đề đánh giá năng lực môn Lịch sử bám sát yêu cầu về kiến thức, kĩ năng theo định hướng phát triển năng lực, phẩm chất ở người học, phù hợp cho việc ôn luyện thi tốt nghiệp THPT, ...",81000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2021-01-01 10:37:19,Bìa mềm,256.0,Nhà Xuất Bản Dân Trí,19 x 27 cm,,
625,Mega Luyện Đề THPTQG 2019 Toán Học – Tích Hợp Video Bài Giảng 8+,https://salt.tikicdn.com/cache/280x280/ts/product/c5/9a/a4/51893caa9f74359906af49500a84fb97.jpg,Ôn thi THPT quốc gia,"Mega Luyện Đề THPTQG 2019 Toán Học – Tích Hợp Video Bài Giảng 8+Mega Luyện Đề 2019 - Bộ luyện đề 2K1 nào cũng cần có!Từng 2 năm liền bộ luyện đề top 1 bán chạy trên Tiki, năm nay Mega Luyện Đề 2019...",127200.0,20.5 x 29.5 cm,488.0,Đặng Quang Hiếu,,,,,Mega Luyện Đề THPTQG 2019 Toán Học – Tích Hợp Video Bài Giảng 8+,https://salt.tikicdn.com/cache/280x280/ts/product/c5/9a/a4/51893caa9f74359906af49500a84fb97.jpg,Ôn thi THPT quốc gia,Đặng Quang Hiếu,"Mega Luyện Đề THPTQG 2019 Toán Học – Tích Hợp Video Bài Giảng 8+Mega Luyện Đề 2019 - Bộ luyện đề 2K1 nào cũng cần có!Từng 2 năm liền bộ luyện đề top 1 bán chạy trên Tiki, năm nay Mega Luyện Đề 2019...",127200.0,Megabook,2018-01-12 00:00:00,Bìa mềm,488.0,,20.5 x 29.5 cm,,
626,Combo Mega Luyện Đề THPTQG 2019: Toán - Văn - Anh - Lý - Hóa - Sinh,https://salt.tikicdn.com/cache/280x280/ts/product/5c/a0/59/4dcf5db18351a1949b4338198e4d8e05.jpg,Ôn thi THPT quốc gia,"Combo Mega Luyện Đề THPTQG 2019: Toán - Văn - Anh - Lý - Hóa - SinhMega Luyện Đề 2019 - Bộ luyện đề 2K1 nào cũng cần có!Từng 2 năm liền bộ luyện đề top 1 bán chạy trên Tiki, năm nay Mega Luyện Đề 2...",620100.0,20.5 x 29.5 cm,,Nhiều Tác Giả,,,,,Combo Mega Luyện Đề THPTQG 2019: Toán - Văn - Anh - Lý - Hóa - Sinh,https://salt.tikicdn.com/cache/280x280/ts/product/5c/a0/59/4dcf5db18351a1949b4338198e4d8e05.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Combo Mega Luyện Đề THPTQG 2019: Toán - Văn - Anh - Lý - Hóa - SinhMega Luyện Đề 2019 - Bộ luyện đề 2K1 nào cũng cần có!Từng 2 năm liền bộ luyện đề top 1 bán chạy trên Tiki, năm nay Mega Luyện Đề 2...",620100.0,Megabook,2018-01-12 00:00:00,Bìa mềm,,,20.5 x 29.5 cm,,
627,Combo Vitamin Khối B: Toán - Hóa - Sinh (Tặng Kèm Nhật Kí Hành Trình Luyện Thi),https://salt.tikicdn.com/cache/280x280/ts/product/41/d2/41/0a2cd032600a5135402fa8df9c45511a.jpg,Ôn thi THPT quốc gia,Combo Vitamin Khối B: Toán - Hóa - Sinh (Tặng kèm nhật kí hành trình luyện thi) gồm 3 cuốn:   Tiếp cận 11 chuyên đề Trọng tâm giải nhanh Trắc nghiệm Toán Tiếp cận 23 phương pháp giải nhanh hiện đạ...,341600.0,"20.5 x 29.5 cm 
",,"TS. Nguyễn Thị Việt Nga,Trần Văn Thanh,Trần Công Diêu,PGS. TS. Nguyễn Văn Đính",,,,,Combo Vitamin Khối B: Toán - Hóa - Sinh (Tặng Kèm Nhật Kí Hành Trình Luyện Thi),https://salt.tikicdn.com/cache/280x280/ts/product/41/d2/41/0a2cd032600a5135402fa8df9c45511a.jpg,Ôn thi THPT quốc gia,"TS. Nguyễn Thị Việt Nga,Trần Văn Thanh,Trần Công Diêu,PGS. TS. Nguyễn Văn Đính",Combo Vitamin Khối B: Toán - Hóa - Sinh (Tặng kèm nhật kí hành trình luyện thi) gồm 3 cuốn:   Tiếp cận 11 chuyên đề Trọng tâm giải nhanh Trắc nghiệm Toán Tiếp cận 23 phương pháp giải nhanh hiện đạ...,341600.0,Megabook,2017-10-17 00:00:00,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,"20.5 x 29.5 cm 
",,
628,Phân Loại Và Phương Pháp Giải Toán Bất Đẳng Thức,https://salt.tikicdn.com/cache/280x280/ts/product/c2/ce/bf/37910dc0caf971422ff46e3db2ae2dfe.jpg,Ôn thi THPT quốc gia,"Với mục đích giúp độc giả yêu thích bất đẳng thức có thể sử dụng thời gian học một cách hiệu quả, hợp lí hơn, nhóm tác giả đã biên soạn cuốn Phân Loại Và Phương Pháp Giải Toán Bất Đẳng Thức.Với hơn 2...",67000.0,16 x 24 cm,300.0,"Võ Quốc Bá Cẩn,Trần Quốc Anh,Vasile Cirtoaje",,,,,Phân Loại Và Phương Pháp Giải Toán Bất Đẳng Thức,https://salt.tikicdn.com/cache/280x280/ts/product/c2/ce/bf/37910dc0caf971422ff46e3db2ae2dfe.jpg,Ôn thi THPT quốc gia,"Võ Quốc Bá Cẩn,Trần Quốc Anh,Vasile Cirtoaje","Với mục đích giúp độc giả yêu thích bất đẳng thức có thể sử dụng thời gian học một cách hiệu quả, hợp lí hơn, nhóm tác giả đã biên soạn cuốn Phân Loại Và Phương Pháp Giải Toán Bất Đẳng Thức.Với hơn 2...",67000.0,Nhà Sách Hồng Ân,2021-06-01 00:00:00,Bìa mềm,300.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,16 x 24 cm,,
629,Bứt Phá Điểm Thi Môn Ngữ Văn 1 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/28/49/a2/fa8b315c3e3445a19822fed831ce547c.jpg,Ôn thi THPT quốc gia,Bứt Phá Điểm Thi Môn Ngữ Văn 1 – Phiên bản Đặc Biệt Học Nhanh – Nhớ Lâu!Cuốn sách là bộ tài liệu ôn thi Ngữ Văn đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội ...,139500.0,19 x 26 cm,212.0,Chí Bằng,,,,,Bứt Phá Điểm Thi Môn Ngữ Văn 1 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/28/49/a2/fa8b315c3e3445a19822fed831ce547c.jpg,Ôn thi THPT quốc gia,Chí Bằng,Bứt Phá Điểm Thi Môn Ngữ Văn 1 – Phiên bản Đặc Biệt Học Nhanh – Nhớ Lâu!Cuốn sách là bộ tài liệu ôn thi Ngữ Văn đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội ...,139500.0,TKBooks,2018-12-01 00:00:00,Bìa mềm,212.0,,19 x 26 cm,,
630,Ôn Tập Đánh Giá Năng Lực Môn Lịch Sử ,https://salt.tikicdn.com/cache/280x280/ts/product/fe/ee/b1/b115e4faa05149fa79eb9c9b98115938.jpg,Ôn thi THPT quốc gia,"Đây là cuốn sách của các nhà khoa học giáo dục có nhiều năm kinh nghiệm trong nghiên cứu, giảng dạy  ở đại học và bậc phổ thông. Tác giả cuốn sách và giáo vien đang tham gia bồi dưỡng kiến thức trên t...",100000.0,,316.0,Nguyễn Mạnh Hưởng (chủ biên) - Nguyễn Văn Ninh,,,,,Ôn Tập Đánh Giá Năng Lực Môn Lịch Sử ,https://salt.tikicdn.com/cache/280x280/ts/product/fe/ee/b1/b115e4faa05149fa79eb9c9b98115938.jpg,Ôn thi THPT quốc gia,Nguyễn Mạnh Hưởng (chủ biên) - Nguyễn Văn Ninh,"Đây là cuốn sách của các nhà khoa học giáo dục có nhiều năm kinh nghiệm trong nghiên cứu, giảng dạy  ở đại học và bậc phổ thông. Tác giả cuốn sách và giáo vien đang tham gia bồi dưỡng kiến thức trên t...",100000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2021-02-23 10:39:05,Bìa mềm,316.0,Nhà Xuất Bản Dân Trí,,,thông thường
631,Ngân Hàng Câu Hỏi Trắc Nghiệm Sinh Học (Quyển Thượng),https://salt.tikicdn.com/cache/280x280/ts/product/79/ec/dd/7632d9afdb6fcc016916e1d6b5299265.jpg,Ôn thi THPT quốc gia,Ngân hàng câu hỏi trắc nghiệm Sinh học gồm 2 phần quyển thượng và quyển hạ được xuất bản nhằm cung cấp cho học sinh và giáo viên một bộ tài liệu gồm hệ thống các câu hỏi trắc nghiệm với đầy đủ các nội...,79400.0,17 x 24 cm,333.0,TS. Phan Khắc Nghệ,,,,,Ngân Hàng Câu Hỏi Trắc Nghiệm Sinh Học (Quyển Thượng),https://salt.tikicdn.com/cache/280x280/ts/product/79/ec/dd/7632d9afdb6fcc016916e1d6b5299265.jpg,Ôn thi THPT quốc gia,TS. Phan Khắc Nghệ,Ngân hàng câu hỏi trắc nghiệm Sinh học gồm 2 phần quyển thượng và quyển hạ được xuất bản nhằm cung cấp cho học sinh và giáo viên một bộ tài liệu gồm hệ thống các câu hỏi trắc nghiệm với đầy đủ các nội...,79400.0,Nhà Sách Hồng Ân,2021-06-01 00:00:00,Bìa mềm,333.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
632,Trọng Tâm Kiến Thức Và Phát Triển Năng Lực Môn Toán Tập 2 - Hình Học,https://salt.tikicdn.com/cache/280x280/ts/product/66/fc/b9/9cbb0acad62c22c85c31c942aa55e74c.jpg,Ôn thi THPT quốc gia,"Cuốn sách là tập 2 của bộ sách "" Trọng tâm kiến thức và phát triển năng lực môn Toán"". Đây là bộ sách bao quát kiến thức trọng tâm và các dạng bài thi xuất hiện trong đề thi tốt nghiệp THPT môn Toán. ...",144000.0,19x27 cm,428.0,Nhiều Tác Giả,,,,,Trọng Tâm Kiến Thức Và Phát Triển Năng Lực Môn Toán Tập 2 - Hình Học,https://salt.tikicdn.com/cache/280x280/ts/product/66/fc/b9/9cbb0acad62c22c85c31c942aa55e74c.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Cuốn sách là tập 2 của bộ sách "" Trọng tâm kiến thức và phát triển năng lực môn Toán"". Đây là bộ sách bao quát kiến thức trọng tâm và các dạng bài thi xuất hiện trong đề thi tốt nghiệp THPT môn Toán. ...",144000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,,Bìa mềm,428.0,Nhà Xuất Bản Thanh Niên,19x27 cm,,
633,Bứt Phá Điểm Thi Môn Vật Lí 2 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/b0/46/25/1b4f103d92ceda3dd492eca326f808ca.jpg,Ôn thi THPT quốc gia,Bứt Phá Điểm Thi Môn Vật Lí 2- Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Vật Lý đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấ...,139500.0,19 x 26 cm,370.0,Nhiều Tác Giả,,,,,Bứt Phá Điểm Thi Môn Vật Lí 2 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/b0/46/25/1b4f103d92ceda3dd492eca326f808ca.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,Bứt Phá Điểm Thi Môn Vật Lí 2- Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Vật Lý đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấ...,139500.0,TKBooks,2018-01-12 00:00:00,Bìa mềm,370.0,,19 x 26 cm,,
634,Bộ Đề Minh Họa Luyện Thi THPT Quốc Gia Môn Toán,https://salt.tikicdn.com/cache/280x280/ts/product/23/08/c7/23d9d615c5b6a3e42d9dbb9bc1a3963f.jpg,Ôn thi THPT quốc gia,Nội dung cuốn sách hướng tới hai mục tiêu: đảm bảo yêu cầu cơ bản cho học sinh ôn luyeenjt hi để xét công nhận tốt nghiệp THPT và cung cấp các kiến thức phân hóa cao để học sinh ôn luyện thi xét tuyển...,118000.0,17 x 24 cm,372.0,Trần Công Diêu,,,,,Bộ Đề Minh Họa Luyện Thi THPT Quốc Gia Môn Toán,https://salt.tikicdn.com/cache/280x280/ts/product/23/08/c7/23d9d615c5b6a3e42d9dbb9bc1a3963f.jpg,Ôn thi THPT quốc gia,Trần Công Diêu,Nội dung cuốn sách hướng tới hai mục tiêu: đảm bảo yêu cầu cơ bản cho học sinh ôn luyeenjt hi để xét công nhận tốt nghiệp THPT và cung cấp các kiến thức phân hóa cao để học sinh ôn luyện thi xét tuyển...,118000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2020-04-01 00:00:00,Bìa mềm,372.0,Nhà Xuất Bản Thanh Niên,17 x 24 cm,,
635,Combo Chinh Phục Bài Thi THPT Quốc Gia - Trắc Nghiệm Toán (Tặng Sổ Tay),https://salt.tikicdn.com/cache/280x280/ts/product/15/94/bf/3c3060137f9d051be451c7cf0e3fcb29.jpg,Ôn thi THPT quốc gia,Combo Chinh Phục Bài Thi THPT Quốc Gia - Trắc Nghiệm Toán (Tặng Sổ Tay)Combo sách bao gồm 2 cuốn:- Tiếp Cận 11 Chuyên Đề Trọng Tâm Giải Nhanh Trắc Nghiệm Toán:Bổ sung những chuyên đề trắc nghiệm ...,193700.0,20.5 x 29.5 cm,,"TS. Nguyễn Văn Quang,Trần Công Diêu",,,,,Combo Chinh Phục Bài Thi THPT Quốc Gia - Trắc Nghiệm Toán (Tặng Sổ Tay),https://salt.tikicdn.com/cache/280x280/ts/product/15/94/bf/3c3060137f9d051be451c7cf0e3fcb29.jpg,Ôn thi THPT quốc gia,"TS. Nguyễn Văn Quang,Trần Công Diêu",Combo Chinh Phục Bài Thi THPT Quốc Gia - Trắc Nghiệm Toán (Tặng Sổ Tay)Combo sách bao gồm 2 cuốn:- Tiếp Cận 11 Chuyên Đề Trọng Tâm Giải Nhanh Trắc Nghiệm Toán:Bổ sung những chuyên đề trắc nghiệm ...,193700.0,Megabook,2017-03-03 00:00:00,Bìa mềm,,,20.5 x 29.5 cm,,
636,Công Phá Đề Thi THPT Quốc Gia 2018 Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/5e/6b/18/c20c364ab8a9c8393b27af78b034751d.jpg,Ôn thi THPT quốc gia,"Công Phá Đề Thi THPT Quốc Gia 2018 Môn Ngữ VănNhà giáo dục học người Mĩ William Arthur Ward đã khẳng định: ""Bốn bước dẫn tới thành tựu: Lên kế hoạch có mục đich. Chuẩn bị chuyên tâm. Tiến hành tích c...",59000.0,<p>16 x 24 cm</p>,,"Lê Thị Phương Lan,Phan Sỹ Quý,Ngô Thị Thu Hiền",,,,,Công Phá Đề Thi THPT Quốc Gia 2018 Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/5e/6b/18/c20c364ab8a9c8393b27af78b034751d.jpg,Ôn thi THPT quốc gia,"Lê Thị Phương Lan,Phan Sỹ Quý,Ngô Thị Thu Hiền","Công Phá Đề Thi THPT Quốc Gia 2018 Môn Ngữ VănNhà giáo dục học người Mĩ William Arthur Ward đã khẳng định: ""Bốn bước dẫn tới thành tựu: Lên kế hoạch có mục đich. Chuẩn bị chuyên tâm. Tiến hành tích c...",59000.0,Công ty CP Giáo dục Trực tuyến Việt Nam,2018-03-01 16:22:05,Bìa mềm,,,<p>16 x 24 cm</p>,,
637,Trắc Nghiệm Theo Chuyên Đề Hoá Hữu Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/61/63/37/ce3b7164038307bf659b26990b1f93ed.jpg,Ôn thi THPT quốc gia,"Sách được biên soạn theo từng chủ đề riêng giúp người đọc dễ hiểu - dễ nắm bắt kiến thức, trong mỗi vấn đề được chia thành các phần cụ thể:Tóm tắt giáo khoaHệ thống câu hỏi giáo khoaPhương pháp các...",95760.0,17 x 24 cm,597.0,Lê Văn Hùng,,,,,Trắc Nghiệm Theo Chuyên Đề Hoá Hữu Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/61/63/37/ce3b7164038307bf659b26990b1f93ed.jpg,Ôn thi THPT quốc gia,Lê Văn Hùng,"Sách được biên soạn theo từng chủ đề riêng giúp người đọc dễ hiểu - dễ nắm bắt kiến thức, trong mỗi vấn đề được chia thành các phần cụ thể:Tóm tắt giáo khoaHệ thống câu hỏi giáo khoaPhương pháp các...",95760.0,Nhà Sách Hồng Ân,2021-06-01 00:00:00,Bìa mềm,597.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,CAO VĂN SANG - LÊ TẤN PHONG - DƯƠNG VĂN AO - DƯƠNG TẤN HÙNG - VŨ VĂN THẢO-NGUYỄN VIẾT LONG - PHAN THANH TÙNG,
