,Tác giả,Nhà Xuất Bản,Nhà xuất bản,Kích thước,Ảnh bìa,Số trang,Phiên bản,Nội dung tóm tắt,Loại bìa,Loại sản phẩm,Dịch giả,Giá bìa,Ngày xuất bản,Thể loại,Tên Sách,Nhà Phát Hành,Dịch Giả,Công ty phát hành
1394,Nhiều Tác Giả,,Nhà Xuất Bản Hồng Bàng,,https://salt.tikicdn.com/cache/280x280/ts/product/7a/5b/02/197ec3ea4a4d6b77be38048dcb21c90c.jpg,,,Combo Sách Nuôi Dạy Con: Phương Pháp Giáo Dục Con Của Người Do Thái + Dạy Con Theo Lối Mới - Phương Pháp Dạy Con Hiện Đại (Tặng Bookmark Phương Đông) là combo tuyệt vời dành cho những bậc cha mẹ. Bộ s...,Bìa mềm,,,162000.0,,Cẩm nang làm cha mẹ,Combo Sách Nuôi Dạy Con: Phương Pháp Giáo Dục Con Của Người Do Thái + Dạy Con Theo Lối Mới - Phương Pháp Dạy Con Hiện Đại (Tặng Bookmark PĐ),,,Nhiều công ty phát hành
1395,Trung tâm Sáng tạo Thiếu nhi Mộc Đầu Nhân,,,20.5 x 25.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/71/66/93/9fdd78617c97aad2e939d46b7623b49d.jpg,36.0,,"Giáo dục giới tính và nhân cách dành cho bé gái là bộ sách rất bổ ích, giúp các bé gái có hành vi, ngôn ngữ, cử chỉ đúng mực, biết đoàn kết yêu thương chia sẻ với mọi người. Đặc biệt, thông qua bộ sác...",Bìa mềm,,,25600.0,2018-12-01 00:00:00,Cẩm nang làm cha mẹ,"Giáo Dục Giới Tính Và Nhân Cách Dành Cho Bé Gái - Tớ Là Cô Bé Đáng Yêu (Dạy Trẻ Sống Đoàn Kết, Yêu Thương, Biết Chia Sẻ)",,,Đinh Tị
1396,Nhiều Tác Giả,,Nhà Xuất Bản Lao Động,13 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/3b/f4/40/9155d8c4dcec32fa035fc2516edc90b7.jpg,,,"Đối với rất nhiều cô gái, việc nói chuyện về vấn đề kinh nguyệt khá là xấu hổ. Thậm chí ngay cả đối với mẹ của mình cũng rất khó để cất lời.Có rất nhiều điều muốn biết nhưng không biết phải hỏi như t...",Bìa mềm,,,179000.0,2020-02-02 00:00:00,Cẩm nang làm cha mẹ,"Combo Tuổi Dậy Thì Nói Gì Với Con + Nổi Loạn Tuổi Teen + Chào Tuổi ""Dâu Rụng"" (3 Cuốn)",,,Thái Hà
1397,MIKI KANO,,,13.5 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/b8/73/68/52bbb9779a66a904664aacae078b6c34.jpg,184.0,,"Cuộc sống thường nhật chính là khi tàng cơ hội nâng cao khả năng tư duy của trẻ. Những lúc trẻ hỏi bố mẹ: “ Tại sao phải làm việc đó” ,” Tại sao lại như thế” , lúc trẻ tranh cãi với bạn bè, lúc muốn n...",Bìa mềm,,,60000.0,2019-09-01 00:00:00,Cẩm nang làm cha mẹ,Nói Mẹ Nghe Nào - Trò Chuyện Như Mẹ Nhật Giúp Con Phát Triển Tư Duy,,,Minh Long
1398,"Sue Graves,Desideria Guicciardini",,Nhà Xuất Bản Dân Trí,20 x 23 cm,https://salt.tikicdn.com/cache/280x280/ts/product/03/c9/77/4a834c98ae7ef1d1176ec860729392a8.jpg,32.0,,            Hiểu Về Cảm Xúc Và Hành Vi Của Trẻ - Con Chẳng Vui Tí Nào! (Hiểu Và Giúp Trẻ Xua Tan Nỗi Buồn)        Trẻ em cũng có những lúc không vui. Nguồn cơn có thể là bất cứ điều gì: đồ chơi ...,Bìa mềm,,,34300.0,2018-01-01 00:00:00,Cẩm nang làm cha mẹ,Hiểu Về Cảm Xúc Và Hành Vi Của Trẻ - Con Chẳng Vui Tí Nào! (Hiểu Và Giúp Trẻ Xua Tan Nỗi Buồn),,Hà Hương Giang,Alphabooks
1399,Đào Thị Hải Yến,,,16 x 24 cm,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/t/mt10.u335.d20160808.t133811.855572_1.png,400.0,,"Dạy Con Thông Minh Qua Các Trò Chơi Vui chơi có lợi trong quá trình nuôi dưỡng tính cách, tình cảm, tâm hồn lành mạnh của trẻ. Thông qua các trò chơi, sự tiếp xúc giữa trẻ tăng lên, trẻ trở nên năng ...",Bìa mềm,,,80750.0,2016-08-08 00:00:00,Cẩm nang làm cha mẹ,Dạy Con Thông Minh Qua Các Trò Chơi,,,Nhà sách Minh Thắng
1400,Sean Covey,,,,https://salt.tikicdn.com/cache/280x280/ts/product/e3/50/5c/62299e9a201b2946e23907159bf81808.jpg,,,Cuốn Sách Song Ngữ Nuôi Dạy Con Cực Hay Dành Cho Các Mẹ: 7 Thói Quen Để Trẻ Hạnh Phúc / Sách Làm Cha Mẹ Giỏi (Tặng Kèm Poster An Toàn Cho Con Yêu)Tập cho con có những thói quen tốt đó là cách để các ...,Bìa mềm,,,101000.0,,Cẩm nang làm cha mẹ,Cuốn Sách Song Ngữ Nuôi Dạy Con Cực Hay Dành Cho Các Mẹ: 7 Thói Quen Để Trẻ Hạnh Phúc / Sách Làm Cha Mẹ Giỏi (Tặng Kèm Poster An Toàn Cho Con Yêu),,,First News - Trí Việt
1401,Amber Hatch,,,,https://salt.tikicdn.com/cache/280x280/ts/product/cd/dc/e5/6e9b4ad7cc3ec528753ebdcf40aa3b6b.jpg,,,Cuốn Sách Làm Cha Mẹ Tuyệt Vời: Dạy Con Trong Chánh NiệmCuốn sách này dành cho những người quan tâm tới việc thực hành chánh niệm trong khi nuôi dạy trẻ. Cuốn sách này chủ yếu dành cho các bậc ...,Bìa mềm,,,89500.0,,Cẩm nang làm cha mẹ,Cuốn Sách Làm Cha Mẹ Tuyệt Vời: Dạy Con Trong Chánh Niệm,,,Thái Hà
1402,Nguyễn Thị Ninh,,Nhà Xuất Bản Thế Giới,,https://salt.tikicdn.com/cache/280x280/ts/product/17/eb/53/e27ea8d2e09deb0bc81a939f71b33f07.jpg,,,       THÔNG TIN CHI TIẾT   Tác giả Nguyễn Thị Ninh   Năm xuất bản 2018   Kích thước 14.5 x 20.5 cm   Nhà xuất bản Nhà Xuất Bản Thế Giới   Loại bìa Bìa mềm   Số trang 228   GIỚI THIỆU SÁCH...,,,,101000.0,,Cẩm nang làm cha mẹ,"Sách - Mẹ Ăn Ngon, Con Mạnh Khỏe (tặng kèm bookmark thiết kế)",,,Nhã Nam 
1403," Minh Tâm, Điển Dũng, Điển Dũng ,Dương Hà",,,,https://salt.tikicdn.com/cache/280x280/ts/product/a1/88/9d/01996bade54518c06bbdbe6bbb7710b4.jpg,,,"Bộ sách HƯỚNG DẪN THỰC HÀNH KĨ NĂNG SỐNG THEO PHƯƠNG PHÁP MONTESSORI được biên soạn phù hợp với các bé. Bằng các hình minh họa trực quan sinh động có màu sắc hài hòa, nội dung giản dị, dễ hi...",,,,15810.0,,Cẩm nang làm cha mẹ,Hướng Dẫn Thực Hành Kĩ Năng Sống Theo Phương Pháp Montessori - Dậy Nào Bé Ơi,,,NXB Văn Học
1404,Denise Schipani,,,,https://salt.tikicdn.com/cache/280x280/ts/product/13/f7/ce/2a53ba8234e487638eec062feb4b2a96.jpg,368.0,,Thế nào là một bà mẹ nghiêm khắc? Đó là bà mẹ luôn kiên định. Đó là bà mẹ luôn tin tưởng vào chính mình. Đó là bà mẹ không chạy theo số đông. Đó là bà mẹ luôn khiến con gặp một chút thất bại mỗi ngày....,Bìa mềm,,,95200.0,2018-01-13 00:00:00,Cẩm nang làm cha mẹ,Mẹ Nghiêm Khắc Dạy Con Tự Lập,,,1980 Books
1405,Sarah Turner,,,14 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/8d/39/fd/6096c0067f8fe90437098886aa7e1d07.jpg,396.0,,"            Mẹ Đoảng - Những Nốt Thăng Hài Hước Và Nốt Trầm Cảm Xúc Khi Làm Mẹ        “Trước đây, tôi chưa bao giờ hình dùng về việc mình sẽ trở thành một người mẹ như thế nào. Tôi không quá yêu...",Bìa mềm,,,87200.0,2017-12-07 17:44:54,Cẩm nang làm cha mẹ,Mẹ Đoảng - Những Nốt Thăng Hài Hước Và Nốt Trầm Cảm Xúc Khi Làm Mẹ,,Trần Hồng Hạnh,Nhã Nam
1406,Nhiều Tác Giả,,,,https://salt.tikicdn.com/cache/280x280/ts/product/4d/6f/30/f0e98b2969d2c9ae2f92e8f27f7d46e4.jpg,,,"Chúng tôi xin gửi đến cho các bạn 2 cuốn sách hay dành cho các bậc làm cha mẹ.Mẹ Nhật Thai Giáo“Cảm ơn con vì đã chọn bố mẹ trong số hàng triệu triệu cặp đôi trên thế giới này”, “Cảm ơn con đã đến đ...",Bìa mềm,,,122500.0,,Cẩm nang làm cha mẹ,Combo 2 cuốn Mẹ Nhật Thai Giáo +  Dạy Con Kiểu Nhật - Giai Đoạn Trẻ 0 Tuổi(Tặng kèm bookmark),,,Thái Hà
1407,Sara Imas,,,,https://salt.tikicdn.com/cache/280x280/ts/product/e1/e4/91/68013f4c39f1259078c22f0b0da2607c.jpg,,,"Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương là cuốn sách nuôi dạy con của một bà mẹ Do Thái sinh ra và lớn lên ở Trung Quốc, đã giáo dục con của mình trở thành triệu phú. Do Thái là một dân tộc huyền bí, từ...",Bìa mềm,,,208000.0,,Cẩm nang làm cha mẹ,"Trọn Bộ Sách Kinh Điển Về Giáo Dục Con Cái ( Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương Tập 1 + Tập 2 ) (Quà Tặng: Cây Viết Galaxy )",,,Alphabooks
1408,MOON Ju - Yeong,,,16 x 24 cm,https://salt.tikicdn.com/cache/280x280/ts/product/bf/22/26/bd5f57f69a42d79d5b8d8510c37271f4.jpg,,,"Là vấn đề khó nói, giáo dục giới tính hiện nay là câu chuyện được nhiều người quan tâm, nhất là các bậc cha mẹ có con nhỏ. Với sự việc hàng loạt vụ xâm hại tình dục trẻ em được phanh phui trên truyền ...",Bìa mềm,,,40000.0,2019-02-02 00:00:00,Cẩm nang làm cha mẹ,Giáo Dục Giới Tính - Luôn Cảnh Giác Với Người Lạ,,,Tân Việt
1409,Lê Thị Phương Nga,,Nhà Xuất Bản Phụ Nữ,14.5 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/a/lam-ban-voi-con-tai-sao-khong-a_2.jpg,140.0,,"Chat Về ""Nghề"" Làm Cha Mẹ - Làm Bạn Với Con, Tại Sao Không? Khi cần hiểu về con mình, hoặc khi bất thình lình gặp rắc rối muốn tự kiểm về cách hành xử với con, bạn có thể mở cuốn sách này ra để tham ...",Bìa mềm,,,35000.0,2013-07-21 00:00:00,Cẩm nang làm cha mẹ,"Chat Về ""Nghề"" Làm Cha Mẹ - Làm Bạn Với Con, Tại Sao Không?",,,NXB Phụ Nữ Việt Nam
1410,"Chu Phương Chi,Đậu Thị Huyền",,Nhà Xuất Bản Lao Động,14.5 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/e6/85/98/ab048796d4c0876cae5dbc907ba3fdb7.jpg,88.0,,"Mẹ có nghĩ rằng: sinh con là một trải nghiệm không thể nào quên trong suốt cuộc đời người phụ nữ, còn làm mẹ là một trải nghiệm không thể tuyệt vời hơn đối với mỗi người? Bởi làm mẹ, là lần đầu tiên ...",Bìa mềm,,,66750.0,2020-10-15 00:00:00,Cẩm nang làm cha mẹ,Sổ Tay 30 Ngày Đầu Làm Mẹ,,,Thái Hà
1411,Erica Reischer,,Nhà Xuất Bản Thanh Niên,13 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/f3/17/06/9a75c0b2c8a0417e708f98bc3760d2f1.jpg,288.0,,"Các mối quan hệ giống như một điệu nhảy, nếu một người thay đổi bước nhảy thì người kia cũng phải thay đổi bước nhảy của mình. Điều này đặc biệt đúng trong mối quan hệ giữa cha mẹ và con cái. Do vậy, ...",Bìa mềm,,,69300.0,2019-07-01 00:00:00,Cẩm nang làm cha mẹ,75 Điều Những Bậc Cha Mẹ Tuyệt Vời Thường Làm,,Võ Minh Trung,Alphabooks
1412,Sugahara Yuko,,Nhà Xuất Bản Lao Động,13 x 19 cm,https://salt.tikicdn.com/cache/280x280/ts/product/8a/51/5f/f6a4abbffbd944466410aab94d0a8f2f.jpg,232.0,,"Mẹ Nhật Truyền Cảm Hứng Học Cho Con Như Thế Nào? (Tủ Sách Cha Mẹ Giỏi, Con Thông Minh) - Tái Bản 2018 Bất cứ người cha, người mẹ nào cũng mong muốn điều tốt nhất cho con nên mới khuyến khích, bảo b...",Bìa mềm,,,62300.0,2018-03-03 00:00:00,Cẩm nang làm cha mẹ,"Mẹ Nhật Truyền Cảm Hứng Học Cho Con Như Thế Nào? (Tủ Sách Cha Mẹ Giỏi, Con Thông Minh) - Tái Bản 2018",,Nguyễn Thị Thu Thủy,Alphabooks
1413,Nhiều Tác Giả,,Nhà Xuất Bản Lao Động,13 x 20.5 cm,https://salt.tikicdn.com/cache/280x280/ts/product/a3/2e/39/44f5843f28bd772a239104d2eb5d6145.jpg,281.0,,"Không hoảng loạn khi con kết bạn nói về tầm quan trọng của đời sống xã hội đối với trẻ, khuynh hướng không thể tránh của trẻ như gây rắc rối và từ chối bạn bè đồng trang lứa, cũng như sức mạnh của tìn...",Bìa mềm,,,79200.0,2020-06-01 00:00:00,Cẩm nang làm cha mẹ,Không Hoảng Loạn Khi Con Kết Bạn - Thấu Hiểu Đời Sống Xã Hội Của Trẻ,,,Thái Hà
1414,Meg Meeker,,Nhà Xuất Bản Phụ Nữ,"<p><span style=""color: #242424; font-family: Roboto, Helvetica, Arial, sans-serif; font-size: 13px;"">16 x 23 cm</span></p>",https://salt.tikicdn.com/cache/280x280/ts/product/23/14/c8/43223841003b83bca8f85929881b9113.png,,,"Combo Cha Mạnh Mẽ, Con Gái Giỏi Giang + Mẹ Kiên Cường, Con Trai Mạnh MẽCha Mạnh Mẽ, Con Gái Giỏi GiangCác ông bố có ảnh hưởng rất lớn trong sự hình thành nhân cách của con gái mình, nhưng dường ...",Bìa mềm,,,219000.0,,Cẩm nang làm cha mẹ,"Combo Cha Mạnh Mẽ, Con Gái Giỏi Giang + Mẹ Kiên Cường, Con Trai Mạnh Mẽ  - Tặng kèm Bookmark PĐ",,,Minh Long
1415,Trần Hân,,Nhà Xuất Bản Phụ Nữ,,https://salt.tikicdn.com/cache/280x280/ts/product/79/a5/30/6649aec5b5bf3a794c442112b003d413.jpg,,,"Combo Phương Pháp Giáo Dục Con Của Người Mỹ Và Người Do Thái (Bộ 2 Cuốn) Combo Phương Pháp Giáo Dục Con Của Người Mỹ Và Người Do Thái bao gồm 2 cuốn sau:1.Phương Pháp Giáo Dục Con Của Người Do Thái""N...",Bìa mềm,,,154800.0,,Cẩm nang làm cha mẹ,Combo Phương Pháp Giáo Dục Con Của Người Mỹ Và Người Do Thái (Bộ 2 Cuốn) ,,,Minh Long
1416,Joanna Faber,,,15.5 x 24 cm,https://salt.tikicdn.com/cache/280x280/ts/product/ff/5b/79/982bf0b744e799e806071d0f1366ef68.jpg,321.0,,"Hầu hết các các cha mẹ khi tham gia các buổi hội thảo nuôi dạy con đều quan tâm làm thế nào để trẻ nghe những điều cha mẹ nói. Nếu con làm theo những lời chỉ bảo, thì mọi việc sẽ suôn sẻ biết bao và t...",Bìa mềm,,,88000.0,2019-07-01 00:00:00,Cẩm nang làm cha mẹ,Cẩm Nang Sống Sót,,,Thái Hà
1417,Ichida Noriko,,,<p>14.5 x 20.5 cm</p>,https://salt.tikicdn.com/cache/280x280/ts/product/d5/63/b8/ba92ee74140489bd0c86ea9ad0ef96d5.jpg,219.0,,Bí quyết tận hưởng cuộc sống hạnh phúc trong công việc và nuôi dạy con.Khi bạn muốn toàn vẹn giữa gia đình và sự nghiệp.Khi bạn muốn dọn phòng thật thư thái.Khi bạn muốn là chính mình không phải phàn ...,Bìa mềm,,,108000.0,,Cẩm nang làm cha mẹ,Cách Quản Lý Cuộc Sống Của Mẹ Nhật - Tặng Kèm Sổ Tay,,Hương Giang,Tân Việt
1418,Ayako Harada,,,13 x 19 cm,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img673_9.jpg,250.0,,"Không Có Bà Mẹ Nào Hoàn Hảo ""Đó là những vấn đề gặp phải mỗi khi lên tàu điện đi làm vào giờ cao điểm lúc sáng sớm. Mỗi lần tôi cảm thấy khổ sở kinh khủng vì chen lấn nhau đến mức không thể ngọ nguậ...",Bìa mềm,,,61000.0,2015-06-11 00:00:00,Cẩm nang làm cha mẹ,Không Có Bà Mẹ Nào Hoàn Hảo,,,Thái Hà
1419,"Vũ Phi Yên,Trần Quỳnh Như,Khâu Thiên Viện",,NXB Trẻ,14 x 20 cm,https://salt.tikicdn.com/cache/280x280/ts/product/5c/21/e6/ba09ba576fd812d8d701bd3383dcfcda.jpg,174.0,,"Đọc sách là tốt, điều đó ai cũng biết, nhưng làm sao để có thói quen đọc sách? Đọc sách có nhất thiết là ""đọc sách văn học"" hay không? Có vô số loại sách hữu ích trên đời, cũng như có rất nhiều cách t...",Bìa mềm,,,44000.0,2019-05-01 00:00:00,Cẩm nang làm cha mẹ,Đọc Sách - Món Quà Mang Cả Tương Lai,,,NXB Trẻ
1420,Nghị Quế,,Nhà Xuất Bản Lao Động Xã Hội,<p>13 x 20.5 cm</p>,https://salt.tikicdn.com/cache/280x280/ts/product/56/0f/e6/6de90cb67c599a4efa937e3629728f29.jpg,180.0,,"Sách tâm lí ứng dụng, đưa ra những tình huống, trường hợp, phương hướng, cách giải quyết nhận diện về tổn thương trong tâm lí của con người. Mỗi người đều có tổn thương và các vấn đề tâm lí cần được l...",Bìa mềm,,,74000.0,,Cẩm nang làm cha mẹ,"Xin Lỗi Con, Cha Mẹ Cũng Cần Được Chữa Lành - Tặng Kèm Sổ Tay",,,Alphabooks
1421,Nhiều Tác Giả,,,20.5 x 19.6cm,https://salt.tikicdn.com/cache/280x280/ts/product/23/1d/14/54be431099d5427e665a33f1b3be5165.jpg,40.0,,"Bộ sách Gà con lon ton là bộ sách nói về chủ đề quản lý tâm trạng trẻ nhỏ thuộc tủ sách Kỹ năng sống, là bộ sách dành tặng cho con với niềm yêu thương vô hạn từ bố mẹ.Bộ sách này bao gồm 3 bộ nhỏ, mỗ...",Bìa mềm,,,20000.0,2019-05-01 00:00:00,Cẩm nang làm cha mẹ,"Gà Con Lon Ton - Suỵt , Bí Mật Này Là Của Bố (Giúp Trẻ Biết Tự Hào Về Bố Của Mình)",,,Đinh Tị
1422,Benjamin Spock,,,,https://salt.tikicdn.com/cache/280x280/ts/product/de/5d/b4/f86f87e503808b15d8b52c25061d4376.jpg,256.0,,"Vì sao bố mẹ nên đọc cuốn sách này?(Quà Tặng Audio book tại App MCBooks Applicayion bằng cách quét nhận dạng phía sau cuốn sách)Cuốn sách được Nguyễn Hiến Lê dịch từ tác phẩm: ""Baby and Child Care...",Bìa mềm,,,75600.0,,Cẩm nang làm cha mẹ,33 Câu Chuyện Với Các Bà Mẹ  - Cùng Con Phát Triển Bản Thân (Bộ Sách Cha Mẹ Khéo - Con Thành Công) (Quà Tặng Audio book) (Quà Tặng: Bút Animal Kute'),,,MCBOOKS
1423,Sara Imas,,NXB Dân Trí,,https://salt.tikicdn.com/cache/280x280/ts/product/07/f8/1e/fbc3b9f6759aa652a1de116a6b33fbaf.jpg,,,"Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương là cuốn sách nuôi dạy con của một bà mẹ Do Thái sinh ra và lớn lên ở Trung Quốc, đã giáo dục con của mình trở thành triệu phú.""Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương""...",Bìa mềm,,,406000.0,2021-02-02 00:47:58,Cẩm nang làm cha mẹ,"Bộ vô cùng tàn nhẫn, vô cùng yêu thương (Ttrọn bộ 3 tập)",,,Alphabooks
