,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, ngôn ngữ, nhà phát hành, nhà xuất bản, số trang, tác giả, định dạng, người dịch
923,Từ Điển Ngân Hàng & Tài Chính Quốc Tế Anh-Việt,https://www.vinabook.com/images/thumbnails/product/240x/45898_52441.jpg,Chuyên ngành,,"  Thông tin tác giả    Nguyễn Trọng Đàn 
                                                                                                                                            Nguyễn Trọng Đàn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn từ điển này là công cụ giúp người sử dụng giải quyết các vấn đề về thuật ngữ ngân hàng, tài chính và các vấn đề tác nghiệp trong lĩnh vực này.Cuốn từ điển này sẽ giúp các nhà khoa học, các nhà chuyên môn, học sinh và sinh viên nghiên cứu học tập dễ dàng và tự tin hơn.Ngoài ra, cuốn từ điển này cũng sẽ góp một phần nhỏ vào việc thống nhất về cách hiểu, cách gọi tên các thuật ngữ chưa hoặc mới có trong nền kinh tế và trong vốn ngôn ngữ của nước nhà để trên cơ sở đó người sử dụng có thể hiếu ý nghĩa thuật ngữ trong quá trình chia sẻ thông tin với các đối tác trên thế giới.Từ điển này có thể khoảng 16.000 từ mục. Từ điển có phần giới thiệu và 3 phụ lục:- Phụ lục 1: Đơn vị tiền tệ của các nước và khu vực trên thế giới.- Phụ lục 2: Khoảng 500 từ mục viết tắt của các thuật ngữ thông dụng.- Phụ lục 3: Biểu đồ và đồ thị trong các hoạt động ngân hàng và tài chính quốc tế.Như tên gọi của từ điển, các từ mục của từ điển đều thuộc lĩnh vực ngân hàng và tài chính quốc tế.Từ điển này là từ điển song ngữ, tập hợp các đơn vị ngôn ngữ, chủ yếu là danh từ, cụm danh từ và cụm động từ, sắp xếp theo vần ABC để dễ tra cứu. Phương pháp biên soạn là đối dịch và tường giải. Việc đối dịch và chủ yếu và được thực hiện trong các mục từ tiếng Anh và tiếng Việt.Từ điển NH-TCQT không chỉ thu nhập vào bảng từ của nó các từ đơn lẻ, các cụm từ mà còn thu nhập cả những tổ hợp từ để làm tăng tính tiện dụng của từ điển, ví dụ cùng với cụm từ letter of credit -thư tín dụng sẽ có các tổ hợp từ irrevocable letter of credit - thư tín dụng không thể huỷ ngang, có thể chuyển nhượng được và irrevocable transferable divisible letter of credit - thư tín dụng không thể hủy ngang, có thể chuyển nhượng và cắt được",120.000,,,,,,,,,,,,, 594.00 gam , 14.5 x 20.5 cm , 2000104010491 , 03/2003 ,, Thành Nghĩa , Nxb Đại học Quốc gia TPHCM , 606 , Nguyễn Trọng Đàn , Bìa mềm ,
924,Từ Điển Điển Cố Văn Học Thuyết Minh,https://www.vinabook.com/images/thumbnails/product/240x/45897_52440.jpg,Chuyên ngành,," Từ Điển Điển Cố Văn Học Thuyết MinhTrong cuốn sách này, những điển cố của Trung Quốc vô cùng phong phú, mênh mông đã được sắp xếp và thuyết minh bằng nhiều hình tượng linh động với những cố sự và từ ngữ ngụ ý sâu sắc. Đây là một nguồn tài liệu không những hướng dẫn đắc dụng cho văn thi mà còn làm giàu thêm ngôn ngữ dân tộc bởi tác giả đã gia công Việt hoá ngôn ngữ hoàn toàn. Bộ sách này vốn được coi như Quốc bảo của nền văn học Trung Hoa, đồng thời lại có liên quan chặt chẽ với nền văn học Việt Nam bởi đã có cả ngàn năm giao lưu văn hoá giữa hai dân tộc. Mời bạn đón đọc. ",109.000,,,,,,,,,,,,, 638.00 gam , 14.5 x 20.5 cm , 2000412009231 , 12/2010 ,, Thành Nghĩa , Nxb Lao động , 674 ,, Bìa mềm ,
925,Từ Điển Ngân Hàng Anh - Việt,https://www.vinabook.com/images/thumbnails/product/240x/147275_p43257mbt.jpg,Chuyên ngành,,"  Thông tin tác giả    MBA. Nguyễn Văn Dung     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Ngành Ngân hàng thuộc một lĩnh vực trọng yếu của nền kinh tế, đặc biệt giữ vai trò điều tiết các lĩn vực liên quan đến giao dịch tiền, nguồn vốn và các công cụ tài chính tiền tệ, là định chế nhằm mục tiêu thực hiện các chính sách vĩ mô và vi mô của Chính phủ, để đưa nền kinh tế vào quỹ đạo phát triển ổn định, là định chế trợ giúp mọi thành phần doanh nghiệp, các nhà đầu tư, các tầng lớp dân cư tiếp cận nguồn vốn sử dụng để đầu tư cho sản xuất tiêu dùng, cho giáo dục, nhằm đạt hiệu quả cao,nâng cao mức sống, tạo lợi thế cạnh tranh cho doanh nghiệp, hoặc nâng cao trình độ, kỹ năng bản thân để lựa chọn nghề nghiệp thăng tiến. Ngân hàng cũng là định chế điều tiết luân chuyển các nguồn vốn vào các lĩnh vực đầu tư có hiệu quả và năng suất cao, qua việc thẩm định các dự án trong nước và quốc tế, để quyết định đầu tư các dự án sinh lợi cho doanh nghiệp nói riêng, và cho tổng nền kinh tế.Quyển ""Từ Điển Ngân Hàng Anh - Việt"" giới thiệu các thuật ngữ ngân hàng hiện đại, cập nhật, cơ bản và nâng cao, giúp sinh viên, giảng viên, các công ty sử dụng được các thuật ngữ chuyên ngành Ngân hàng thông dụng trong giao dịch quốc tế, mang tính chuẩn mực, phù hợp các thông lệ, tạo thuận lợi để nâng cao và hiện đại hóa các giao dịch.Trong ""Từ Điển Ngân Hàng Anh - Việt"" cũng có danh mục các chữ cái viết tắt đại diện cho các Định chế, Tiêu chuẩn, Bộ luật, Nghiệp vụ chuyên nghiệp, kỳ vọng giúp đỡ độc giả thuận lợi trong giao dịch và nghiên cứu tài liệu liên quan lĩnh vực Ngân hàng.Mời bạn đón đọc. ",232.000,,,,,,,,,,,,, 990.00 gam , 16 x 24 cm , 2050070000040 , 12/2010 ,, Kinh Tế , Nxb Lao động , 664 , MBA. Nguyễn Văn Dung , Bìa mềm ,
926,Từ Điển Kỹ Thuật Tổng Hợp Anh - Việt,https://www.vinabook.com/images/thumbnails/product/240x/39828_46371.jpg,Chuyên ngành,,"  Thông tin tác giả    Nguyễn Hạnh 
                                                                                                                                            Nguyễn Hạnh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Hải Linh 
                                                                                                                                            Nguyễn Hải Linh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Quyển Từ điển kỹ thuật tổng hợp Anh Việt này được soạn ra để phục vụ:Nhu cầu học tập, nghiên cứu của học sinh, sinh viênNhu cầu tra cứu để dịch thuật các tài liệu khoa học kỹ thuật tiếng Anh. Quyển từ điển bao gồm khoảng 120.000 thuật ngữ về các ngành khoa học kỹ thuật như kỹ thuật cơ sở; cơ khí chế tạo, cơ khí sửa chữa, luyện kim, xây dựng, tin học, toán học, vật lý, hoá học, hàng hải, hàng không, thuỷ sản, thực phẩm, sinh học, y học ,âm nhạc, quân sự",55.000,,,,,,,,,,,,, 704.00 gam , 10 x 15 cm ,, 01/2005 ,, Văn Nghệ , Nxb Lao động - Xã hội , 1344 ," Nguyễn Hạnh , Nguyễn Hải Linh ", Bìa mềm ,
927,Thuật Ngữ Lịch Sử Dùng Trong Nhà Trường (Theo Chương Trình Và Sách Giáo Khoa Mới),https://www.vinabook.com/images/thumbnails/product/240x/38606_45149.jpg,Chuyên ngành,,"  Thông tin tác giả    Phan Ngọc Liên 
                                                                                                                                            Phan Ngọc Liên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lựa chọn những thuật ngữ, khái niệm cơ bản trong sách giáo trình lịch sử và thường gặp trong các loại tài liệu tham khảo có liên quan, nhằm giúp học sinh hiểu sâu, chính xác, phong phú hơn lịch sử dân tộc và thế giới. Mục lụcHướng dẫn sử dụngBảng chữ cáiA - Ă - ÂBCDĐE - ÊF",54.000,,,,,,,,,,,,, 418.00 gam , 14.3 x 20.3 cm , 8934980079058 , 10/2010 ,, NXB Giáo Dục , NXB Giáo Dục , 424 , Phan Ngọc Liên , Bìa mềm ,
928,Từ Điển Bách Khoa Phổ Thông Toán Học - Tập 2,https://www.vinabook.com/images/thumbnails/product/240x/35146_41689.jpg,Chuyên ngành,,"  Thông tin tác giả    X. M. Nikolxki (Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách được biên soạn cho học sinh ở bậc phổ thông, giáo viên, phụ huynh và cả những ai mong muốn bổ sung , chính xác hóa  vốn kiến thức toán học đã tiếp thu được ở trường phổ thông.Sách gồm 2 tập. Mỗi tập có một số chương trong đó có các mục từ được sắp xếp theo thứ tự chữ cái Tập 1: Phần cơ bảnChương I: Số họcChương II: Hình họcChương III: Đại sốChương IV: Giải tích toán học.  Tập 2: Bổ sungChương V: Xác suất và thống kêChương VI: Các khái niệm toán học tổng quátChương VII: Các vấn đề chọn lọc về toán học cap cấpChương VIII: Tiểu sử các nhà toán họcChương IX: Các vấn đề về giảng dạy toánChương X: Các vấn đề về lịch sử toán học và các vấn đề khác.Mời bạn đón đọc.  ",103.000,,,,,,,,,,,,, 940.00 gam , 19 x 27 cm , 8934980010075 , 04/2010 ,, CTCP Sách Dịch , NXB Giáo Dục , 398 , X. M. Nikolxki (Chủ Biên) , Bìa cứng ,
929,Từ Điển Bách Khoa Phổ Thông Toán Học - Tập 1,https://www.vinabook.com/images/thumbnails/product/240x/35145_41688.jpg,Chuyên ngành,,"  Thông tin tác giả    X. M. Nikolxki (Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách được biên soạn cho học sinh ở bậc phổ thông, giáo viên, phụ huynh và cả những ai mong muốn bổ sung , chính xác hóa vốn kiến thức toán học đã tiếp thu được ở trường phổ thông.Sách gồm 2 tập. Mỗi tập có một số chương trong đó có các mục từ được sắp xếp theo thứ tự chữ cáiTập 1: Phần cơ bảnChương I: Số họcChương II: Hình họcChương III: Đại sốChương IV: Giải tích toán học. Tập 2: Bổ sungChương V: Xác suất và thống kêChương VI: Các khái niệm toán học tổng quátChương VII: Các vấn đề chọn lọc về toán học cap cấpChương VIII: Tiểu sử các nhà toán họcChương IX: Các vấn đề về giảng dạy toánChương X: Các vấn đề về lịch sử toán học và các vấn đề khác.Mời bạn đón đọc. ",118.000,,,,,,,,,,,,, 1050.00 gam , 19 x 27 cm , 8934980010068 , 04/2010 ,, CTCP Sách Dịch , NXB Giáo Dục , 456 , X. M. Nikolxki (Chủ Biên) , Bìa cứng ,
930,Từ Điển Vật Lí - Dùng Cho Học Sinh - Sinh Viên,https://www.vinabook.com/images/thumbnails/product/240x/35144_41687.jpg,Chuyên ngành,,"  Thông tin tác giả    Vũ Thanh Khiết (Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách được biên soạn với nội dung được sắp xếp theo bảng chữ cái để tiện cho việc tra cứu, học tập, trau dồi kiến thức và kỹ năng cơ bản về môn Vật lí cũng như việc rèn luyện năng lực tư duy khái niệm, tư duy trừu tượng, tư duy hệ thống cho học sinh, sinh viên",105.000,,,,,,,,,,,,, 570.00 gam , 13 x 21 cm , 8934980023174 , 06/2010 ,, CTCP Sách Dịch , NXB Giáo Dục , 472 , Vũ Thanh Khiết (Chủ Biên) , Bìa cứng ,
931,Từ Điển Thuật Ngữ Văn Học ,https://www.vinabook.com/images/thumbnails/product/240x/34320_40861.jpg,Chuyên ngành,,"  Thông tin tác giả    Lê Bá Hán - Trần Đình Sử - Nguyễn Khắc Phi (Đồng Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách cung cấp các thuật ngữ khoa học văn học, thuật ngữ về trường phái phê bình văn học, tự sự học, tiếp nhận văn học, giải thích học, ký hiệu học và so sánh văn học",57.000,,,,,,,,,,,,, 810.00 gam , 14.5 x 20.5 cm , 8934980748619 , 12/2007 ,, NXB Giáo Dục , NXB Giáo Dục , 454 , Lê Bá Hán - Trần Đình Sử - Nguyễn Khắc Phi (Đồng Chủ Biên) , Bìa cứng ,
932,Từ Điển Hóa Học Phổ Thông - Tái bản 10/09/2009,https://www.vinabook.com/images/thumbnails/product/240x/35142_41685.jpg,Chuyên ngành,,"  Thông tin tác giả    Nguyễn Thạc Cát (Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách gồm khoảng 1500 mục từ - các mục từ là tên những chất và khái niệm hóa học, những vật liệu, khái niệm và hiện tượng gắn với hóa học",43.000,,,,,,,,,,,,, 480.00 gam , 14.3 x 20.3 cm , 8934980999769 , 10/2009 ,, CTCP Sách Dịch , NXB Giáo Dục , 320 , Nguyễn Thạc Cát (Chủ Biên) , Bìa cứng ,
933,Từ Điển Lịch Sử - Dùng Cho Học Sinh - Sinh Viên,https://www.vinabook.com/images/thumbnails/product/240x/35143_41686.jpg,Chuyên ngành,,"  Thông tin tác giả    Lê Đình Hà (Chủ Biên)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách được biên soạn nhằm giúp cho học sinh và giáo viên có thêm tài liệu tham khảo về môn lịch sử.Sách giải thích các khái niệm cơ bản, các sự kiện nổi bật, các nhân vật tiêu biểu của Việt Nam và thế giới, gắn với chương trình môn lịch sử trong nhà trường các cấp.Gồm các loại mục từ sau:Các thuật ngữ lịch sử thông dụngCác sự kiện lịch sử nổi bật của Việt Nam và thế giớiCác nhân vật lịch sử tiêu biểu của Việt Nam và thế giới.Các địa danh lịch sử của Việt Nam và thế giới.Các tổ chức xã hội gắn với lịch sử Việt Nam và thế giới.Các tác phẩm quan trọng viết về lịch sửMời bạn đón đọc. ",107.000,,,,,,,,,,,,, 570.00 gam , 13 x 21 cm , 8934980023204 , 06/2010 ,, CTCP Sách Dịch , NXB Giáo Dục , 484 , Lê Đình Hà (Chủ Biên) , Bìa cứng ,
934,Từ Điển Kinh Doanh Và Tiếp Thị Hiện Đại - Modern Business And Marketing Dictionary (English - Vietnamese),https://www.vinabook.com/images/thumbnails/product/240x/147704_p39605mbt.jpg,Chuyên ngành,,"  Thông tin tác giả    Cung Kim Tiến 
                                                                                                                                            Cung Kim Tiến
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Quyển sách ""Từ điển  Kinh doanh - Tiếp thị Hiện đại"" (Modern Business & Marketing Dictionary) trình bày các thuật ngữ đang sử dụng thịnh hành trong giao dịch kinh doanh và tiếp thị trong nước và quốc tế. Đặc điểm của quyển sách là các thuật ngữ được đặt trong các bối cảnh khác nhau, bằng cách dẫn các đoạn văn xuất hiện trong thực tiễn kinh doanh quốc tế, giúp bạn đọc hiểu rõ được ý nghĩa và cách sử dụng trong thực tiễn của các thuật ngữ chuyên biệt này, với các nội dung thú vị khác nhau.Tác giả đã chọn lọc một cách công phu các đoạn văn đa dạng và phong phú, xuất hiện trên các ấn phẩm quốc tế khác nhau, giúp độc giả có cơ hội thuận lợi trong giao tiếp, soạn thảo, hoặc tham gia các buổi họp liên quan đến kinh doanh, đảm nhiệm các nhiệm vụ về kinh doanh, quản lý và tiếp thị trong các doanh nghiệp.Mời bạn đón đọc. ",195.000,,,,,,,,,,,,, 858.00 gam , 16 x 24 cm , 2050010000536 , 04/2010 ,, Kinh Tế , NXB Tài Chính , 676 , Cung Kim Tiến , Bìa mềm ,
